year,recipient_iso3,pmm_fh,pmm_polity,gdp,pop,unemp,disaster,civilwar
2010,PSE,4.5,8,9681500000,3786161,21.42,0,0
2010,YEM,2,-6,30906749533,23154854,12.93,22.00000001,0
2010,COK,6,6,710852000000,114092961,11.97,222658.3065,0
2010,FJI,2,-7,3140508836,859816,4.32,1.999999999,0
2010,KIR,7,9,156120895.2,102930,9.43,0,0
2010,MHL,7,9,160407100,56361,11.31,0,0
2010,NRU,7,8,47564520.39,10009,7.97,16.9999999,0
2010,NIU,4.5,8,4276537205,678329,8.12,2.999999999,0
2010,PLW,6.5,7,185943000,17954,11.51,0,0
2010,PNG,1,-4,14250755231,7310512,2,0,0
2010,WSM,6.5,8,663161517.9,185944,5.6,0,0
2010,SLB,5.5,9,846797693.6,527861,1.64,2,0
2010,TKL,6,10,38777346378,8958406,5.17,27.00000012,0
2010,TON,6,9,366840012.4,103981,1.75,0,0
2010,TUV,7,9,31823518.62,10521,8.75,7.999999886,0
2010,VUT,4,3,670713208.1,236216,1.85,0,0
2010,WLF,3.5,3,6612974822,3848449,3.71,7.000000001,0
2011,ALB,1,-7,12230507222,2905195,13.48,0,0
2011,BLR,1.5,-7,60300321143,9473172,6.08,6.00596991,0
2011,BIH,2.5,2,17341594486,3661173,27.58,0,0
2011,HRV,3.5,6,59799454152,4280622,13.68,0,0
2011,MKD,1.5,-9,9632549033,2072484,31.38,0.999999999,0
2011,MDA,6,9,7380775145,2859833,6.68,0,0
2011,MNE,4.5,6,4276787738,620079,19.67,0,0
2011,SRB,2.5,-3,42671028784,7234099,22.97,1.000000007,0
2011,TUR,4.5,7,864017000000,73443254,8.8,656.0000077,1
2011,UKR,6,9,143447000000,45706086,7.85,0,0
2011,DZA,4.5,9,165882000000,36661438,9.96,10,1
2011,EGY,3,5,222848000000,84529251,11.85,1.999999984,0
2011,LBY,2.5,-3,28357141373,6247438,19.02,0,1
2011,MAR,1,-7,98106615022,32781860,8.91,0,0
2011,TUN,1,-7,43206166355,10741872,18.33,0,0
2011,AGO,2.5,-2,86708995310,24220660,7.36,129.9999994,0
2011,BEN,3.5,5,9817949078,9460829,2.65,0,0
2011,BWA,6,10,13560037580,2015406,17.85,0,0
2011,BFA,1.5,-4,10779134810,16081915,5.12,0,0
2011,BDI,1.5,-8,2114083126,8958406,1.7,11.99999998,0
2011,CPV,7,10,1730365372,498858,10.93,0,0
2011,CMR,5.5,7,27249927182,20906392,3.97,0,0
2011,CAF,3.5,5,2232465013,4418639,4.38,1,1
2011,TCD,5.5,6,10676943370,12360986,1.66,0,0
2011,COM,3.5,0,945204470.1,706578,6.98,0,0
2011,COG,5,9,13425341013,4394842,11.89,0,0
2011,CIV,4.5,6,23815969586,21028652,6.96,0,1
2011,COD,4,-1,23048292323,66755151,4.22,0,1
2011,DJI,6.5,10,13425341013,853671,11.51,0,0
2011,GNQ,5,7,17378785259,986861,8.42,0,0
2011,ERI,2.5,-8,1727482211,3213969,6.76,0,0
2011,ETH,3,-2,33279878090,90139928,2.3,0,1
2011,GAB,2.5,-7,15391860684,1684629,20.38,0,0
2011,GMB,4,6,1417815865,1848142,9.41,0,0
2011,GHA,6,9,36720063513,25387713,5.62,14,0
2011,GIN,4,7,7238091888,10420459,4.45,0,0
2011,GNB,4.5,7,918589222.8,1562996,3.08,0,0
2011,KEN,4,7,42443399231,43178270,2.86,32.99999956,0
2011,LSO,6,8,2337848144,2003793,26.04,26.00000036,0
2011,LBR,2,-4,2161851301,4017446,2.24,0,0
2011,MDG,4.5,7,10140281078,21743970,2.02,35.00000004,0
2011,MWI,3,4,7297481088,14962118,5.93,4.000000005,0
2011,MLI,1,-7,11032624437,15514593,6.9,1,0
2011,MRT,1.5,-4,5863763325,3598646,9.86,0,1
2011,MUS,1.5,-7,10411574172,1252404,7.45,0,0
2011,MYT,1,-7,8318842593,3848449,6.66,1,0
2011,MOZ,5.5,8,11928323142,24187500,3.3,23.00000006,0
2011,NAM,6,7,12013342334,2156698,19.33,107.9999999,0
2011,NER,5,6,8036303921,17114770,0.32,16.00000002,0
2011,NGA,4,6,380642000000,162805080,3.77,185.0000002,1
2011,RWA,5,6,6608387228,10293333,1.1,14.00000002,1
2011,SHN,3.5,-1,2334665710,5667436,2.24,2.999999999,0
2011,STP,7,10,205301689.1,184521,14.1,0,0
2011,SEN,1,2,16336387692,13033814,10.36,0,1
2011,SYC,7,8,1046438131,87441,9.36,0,0
2011,SLE,4.5,7,2740829819,6563238,4.29,21.00000003,0
2011,SOM,1,-2,43630549585,12376305,13.38,0,1
2011,ZAF,4.5,6,387677000000,52003759,24.64,65.99999997,0
2011,SSD,1,-8,13924490001,9830695,12.57,0,1
2011,SDN,6,9,65622965329,35349676,17.44,19.99999998,1
2011,SWZ,4.5,6,4538528100,1072029,26.15,0,0
2011,TZA,4.5,1,34470432851,45673520,3.47,36.99999991,0
2011,TGO,4.5,-1,3648885268,6595939,1.98,0,0
2011,UGA,4.5,6,29053229577,33476772,3.58,50.00000052,1
2011,ZMB,4,6,21393257280,14023199,10.34,0,0
2011,ZWE,1.5,-9,13750837258,12894323,5.37,0,0
2011,AIA,4.5,6,35975633172,7144774,7.65,10,0
2011,ATG,6,9,1126201417,89250,8.4,0,0
2011,BRB,6,10,4499500000,282987,11.19,0,0
2011,BLZ,6,7,1403630793,330236,8.4,0,0
2011,CRI,3.5,5,39316783581,4633086,10.14,3.999999999,0
2011,CUB,2.5,-4,66130664082,11236671,3.18,0,0
2011,DMA,7,8,492721974.7,70912,7.22,0,0
2011,DOM,5,9,55547842686,9813219,6.09,12.00000016,0
2011,SLV,5.5,8,19151773848,6210567,4.3,49.0000006,0
2011,GRD,7,10,776911332,106786,8.06,0,0
2011,GTM,2,-4,42370160782,14521515,3.12,75.00000173,0
2011,HTI,1.5,-6,12379266072,10100320,14.7,36.99999897,0
2011,HND,1.5,-7,16446892853,8480670,4.48,33.00000011,0
2011,JAM,2.5,2,13449322261,2825932,12.7,0,0
2011,MEX,6,9,1096550000000,115695468,5.17,120.7861037,0
2011,MSR,4.5,8,10703326376,3706555,12.7,0,0
2011,NIC,6,9,9311968296,5903035,6.45,18.00000003,0
2011,PAN,3,2,32771096568,3706479,2.31,4.99999987,0
2011,KNA,7,10,774069593.8,49442,15.12,0,0
2011,LCA,7,9,1568283096,175538,18.86,0,0
2011,VCT,5.5,6,678369571.7,108315,19.31,0,0
2011,TTO,6,8,22092725498,1336180,3.43,1.000000564,0
2011,ARG,2.5,-6,449062000000,41261490,7.18,1.999999996,0
2011,BOL,5.5,6,20672216286,10212951,2.22,52.0000004,0
2011,BRA,6,8,2296660000000,197514541,6.92,3631.997548,0
2011,CHL,1,-5,231892000000,17233584,7.34,1.000000002,0
2011,COL,6,9,306473000000,45662747,10.11,692.0000096,1
2011,ECU,2.5,-7,75028081292,15243885,3.46,34.00000084,0
2011,GUY,3.5,5,3616203677,752029,12.35,0,0
2011,PRY,1.5,-9,28405295331,6333981,4.67,1.999999783,0
2011,PER,3,-4,156863000000,29264314,3.27,74.50000018,0
2011,SUR,6.5,10,4623921716,535177,7.54,0,0
2011,URY,5,8,42364020185,3368926,6.31,0,0
2011,VEN,1.5,-7,409614000000,28887873,6.9,29.00000003,0
2011,KHM,4,7,12037055708,14541421,0.58,247.0000017,0
2011,CHN,4.5,6,6668540000000,1344130000,4.5,843.9371525,0
2011,PRK,4.5,0,5642178580,24673392,2.9,74.00000026,0
2011,IDN,6,10,801682000000,245115988,5.15,128.9999995,0
2011,LAO,2,-6,7700771123,6347564,0.71,48.00000018,0
2011,MYS,1,-8,268517000000,28650962,3.05,28.00000056,0
2011,MNG,6,9,8432599136,2770357,4.77,0,0
2011,PHL,5,8,216408000000,95570049,3.59,666.0000039,1
2011,THA,3,-2,343971000000,67518379,0.66,796.0000067,1
2011,TLS,2.5,-7,933017880.7,1113154,3.53,0,0
2011,VNM,4,-6,123166000000,88871384,1,138.000001,0
2011,AFG,1.5,-7,15924179996,30117411,11.51,61.99999998,1
2011,ARM,1.5,-6,9695518330,2876536,18.44,1.420451152,0
2011,AZE,6,8,52077032844,9173082,5.42,0,0
2011,BGD,3.5,0,122731000000,149273134,3.71,40.00000001,0
2011,BTN,4.5,8,1671561537,693297,3.23,0.999999999,0
2011,GEO,7,9,13149524980,3756441,19.63,7.000000009,0
2011,IND,2.5,-6,1763440000000,1250287939,5.65,824.7629692,1
2011,KAZ,1,-4,159003000000,16557202,5.39,5.497074454,0
2011,KGZ,4.5,8,5079922897,5514600,8.53,3.999999886,0
2011,MDV,6.5,10,2809898201,380493,8.86,0,0
2011,MMR,2,-4,54398944605,50990612,0.79,224.9999979,1
2011,NPL,4,-1,16550239852,27041220,2.11,140.0000003,0
2011,PAK,4,-1,182035000000,183340168,0.8,510.9999997,1
2011,LKA,2,-3,61493396998,20398496,4.12,64.99999945,0
2011,TJK,4.5,7,6059699828,7697507,10.16,0,1
2011,TKM,5,9,25902882089,5174076,4,1.06860584,0
2011,UZB,2.5,-4,50313860182,29339400,5,13,0
2011,IRN,6.5,9,499687000000,74634959,12.45,2.000000037,1
2011,IRQ,6,8,148970000000,30725305,8.15,6.000000001,1
2011,JOR,1,-4,27876505257,7662858,12.9,0,0
2011,LBN,4.5,9,38777346378,5202022,6.39,0,0
2011,OMN,6,8,58426309456,3251102,3.64,13.99999969,0
2011,SYR,3,5,9921275541,21081814,8.6,0,1
2011,PSE,3,-2,10611002274,3882986,17.6,0,0
2011,YEM,6.5,8,26977011030,23807586,13.08,0,0
2011,COK,4,5,103951000000,64563853,4.79,35.99999993,0
2011,FJI,4,6,3225464092,863451,4.41,0,0
2011,KIR,7,10,158610338.3,104735,9.87,0,0
2011,MHL,7,10,159424912.9,56524,8.52,0,0
2011,NRU,7,8,52320972.43,10069,8.15,1.999999998,0
2011,NIU,7,10,5485158523,281107,12.2,0,0
2011,PLW,7,8,198370840.4,17748,11.97,20.00000004,0
2011,PNG,5.5,7,14408588562,7472196,2.62,0,0
2011,WSM,6,10,690837857.3,187469,5.68,0,0
2011,SLB,4,-1,908377219,541522,1.28,0,0
2011,TKL,5,7,10003670690,2810464,11.97,0,0
2011,TON,6,8,391852177.5,103558,1.92,0,0
2011,TUV,7,8,34215359.71,10626,8.41,21.00000003,0
2011,VUT,6,7,691759344,242658,1.85,0,0
2011,WLF,2.5,-8,7435096950,3770635,12.71,5.463254628,0
2012,ALB,2.5,-6,12403877841,2900401,13.38,0,0
2012,BLR,6,8,61317669289,9464495,6.06,0,0
2012,BIH,2,-4,17199074937,3604972,28.01,0,0
2012,HRV,3.5,4,58369186194,4267558,15.94,0,0
2012,MKD,6,9,9588606960,2074275,31.02,0,0
2012,MDA,4.5,8,7337248195,2859458,5.58,0,0
2012,MNE,3,-4,4160296612,620601,19.97,0,0
2012,SRB,1.5,0,42380207644,7199077,24,1.000000004,0
2012,TUR,5.5,6,905390000000,74651046,8.15,15.00000002,1
2012,UKR,2.5,-7,143789000000,45593342,7.53,0,0
2012,DZA,6,9,171522000000,37383899,10.97,68.99999965,1
2012,EGY,2,-6,227809000000,86422240,12.6,5.000000013,0
2012,LBY,1.5,-9,63275999127,6285751,19.03,0,0
2012,MAR,4,1,101060000000,33241898,8.99,0,0
2012,TUN,1,-7,44972672129,10846993,17.63,0,0
2012,AGO,5.5,6,94115840393,25107925,7.37,0,0
2012,BEN,5,8,10290312533,9729254,2.65,4,0
2012,BWA,5,7,14164292445,2039551,17.86,0,0
2012,BFA,4.5,8,11474677065,16571252,5.58,18.00000002,0
2012,BDI,2.5,-7,2208090234,9245992,1.67,0,0
2012,CPV,6,8,1749086512,505241,11.21,0,0
2012,CMR,5.5,9,28487963591,21485267,3.84,25.00000001,0
2012,CAF,4.5,8,2345288465,4436411,4.38,0,1
2012,TCD,5.5,6,11625330987,12784748,1.73,20.00000002,0
2012,COM,4,6,975453592.6,723865,7.39,3.999999968,0
2012,COG,2,-5,14760780244,4510197,10,18.99999998,0
2012,CIV,6.5,8,26365827347,21547188,7.22,0,0
2012,COD,1,-8,24681701508,69020749,4.49,1,1
2012,DJI,2.5,-6,6853467858,868136,11.52,0,0
2012,GNQ,5.5,10,18823461406,1031191,8.43,0,0
2012,ERI,2.5,-9,65622965329,5667436,6.77,0,0
2012,ETH,5,7,36157859259,92726982,2.28,0,1
2012,GAB,1.5,-7,16200099128,1749677,20.4,1.000000002,0
2012,GMB,5,8,1492131666,1905020,9.42,0,0
2012,GHA,5,8,40132381684,25996454,5.93,0,0
2012,GIN,4,8,7666245932,10652032,4.45,0,0
2012,GNB,6,9,902856701.3,1604981,3.08,0,0
2012,KEN,3,-8,44380180300,44343469,2.86,72.99996456,0
2012,LSO,5,9,2485946655,2014988,25.3,0,0
2012,LBR,3.5,1,2334665710,4135662,2.21,0,0
2012,MDG,3.5,4,10445619788,22346641,0.6,34.99999977,0
2012,MWI,3.5,6,7435096950,15396010,5.94,2,0
2012,MLI,4,8,10940310648,15979492,6.62,0,1
2012,MRT,5.5,8,6125874318,3706555,9.87,0,0
2012,MUS,6,9,10775575125,1255882,7.47,0,0
2012,MYT,7,10,25303315390,3062782,9.71,0,0
2012,MOZ,4.5,9,12794133231,24862673,3.35,32.99999987,0
2012,NAM,3,-4,12621419531,2194777,16.77,0,0
2012,NER,4.5,-1,8884049167,17795209,2.18,91.0000018,0
2012,NGA,5,8,396744000000,167228803,3.74,377.9999962,1
2012,RWA,1.5,-4,7179451021,10549668,1.14,5.000000003,1
2012,SHN,1.5,-7,28696460069,2673794,20.2,36,0
2012,STP,7,8,211752219.9,188394,13.59,0,0
2012,SEN,4.5,7,16990332564,13401990,9.42,18.99999998,0
2012,SYC,7,9,1059631925,88303,12.57,0,0
2012,SLE,1,-9,3156936273,6712586,4.44,0,0
2012,SOM,5.5,8,36021655262,12715487,13.39,31.00000006,1
2012,ZAF,4.5,6,396257000000,52832659,24.73,15.99999985,0
2012,SSD,2.5,-4,7507789479,10113648,12.59,47.00000053,1
2012,SDN,4.5,6,66074572472,36193781,17.45,35.00000009,1
2012,SWZ,4.5,7,4783214188,1079285,25.52,0,0
2012,TZA,5,7,36021655262,47053033,3.19,9.999999998,0
2012,TGO,4.5,6,3887650332,6773807,2.05,0,0
2012,UGA,1,-7,30168134365,34558700,3.55,17.99999998,0
2012,ZMB,3.5,5,23018629943,14465148,7.85,0,0
2012,ZWE,5,8,16042473246,13115149,5.38,0,0
2012,AIA,2.5,-6,61493396998,16571252,5.48,31.00000021,0
2012,ATG,6,7,1164186684,90407,12.59,0,0
2012,BRB,7,9,4479000000,283698,11.59,0,0
2012,BLZ,6,6,1437547882,338001,8.38,0,0
2012,CRI,4,4,41236461855,4688003,9.78,7.00000012,0
2012,CUB,5,8,68124437665,11257112,3.46,17.00000033,0
2012,DMA,7,10,487504047.8,70954,6.42,0,0
2012,DOM,1,-9,57057281931,9930916,6.72,8.999999834,0
2012,SLV,3,-2,19690770418,6237922,3.84,1.000000015,0
2012,GRD,7,10,767936889.4,107452,15.26,0,0
2012,GTM,1.5,-9,43630549585,14781942,2.77,7.000000005,0
2012,HTI,1.5,-5,12447744029,10250922,14.1,55.00000029,0
2012,HND,3,-4,17125933704,8640692,3.75,0.999999858,0
2012,JAM,2.5,4,13366792373,2842128,13.93,0.999999999,0
2012,MEX,2.5,-8,1136490000000,117274156,4.89,37.74690073,0
2012,MSR,6,10,9684351571,3642691,9.42,1.999999976,0
2012,NIC,1,-9,9916943344,5982530,5.21,8.999999992,0
2012,PAN,6,9,35975633172,3770635,2.39,7.999999932,0
2012,KNA,7,9,756823228,49881,12.15,0,0
2012,LCA,6,9,1565148855,176654,19.06,0,0
2012,VCT,6,7,687745232.2,108435,19.33,0,0
2012,TTO,6,9,22373295239,1344814,3.72,0,0
2012,ARG,5,8,444453000000,41733271,7.22,4.000000008,0
2012,BOL,5,8,21731104173,10377677,2.05,12.99999999,0
2012,BRA,4.5,6,2340780000000,199287292,7.19,77.50000123,0
2012,CHL,3.5,6,244226000000,17400359,6.66,1,0
2012,COL,3.5,-4,318464000000,46075721,9.74,173,1
2012,ECU,2.5,-8,79261137178,15474099,3.24,52.00000222,0
2012,GUY,2.5,-7,3810837161,755388,12.67,0,0
2012,PRY,1.5,-7,28204173594,6421510,4.09,10.99999906,0
2012,PER,3.5,3,166494000000,29506790,2.94,70.50000039,0
2012,SUR,7,10,4748321396,541247,8.1,0,0
2012,URY,4.5,6,43862934926,3378975,6.45,0,0
2012,VEN,3,5,432658000000,29360827,6.6,21.99999948,0
2012,KHM,1,-8,12917367180,14780454,0.51,13.99999997,0
2012,CHN,1,-4,7192930000000,1350695000,4.6,842.0629814,0
2012,PRK,4.5,5,40000088347,24800638,2.9,147.0000001,0
2012,IDN,6,10,850024000000,248451714,4.47,90.99999996,0
2012,LAO,6,8,8318842593,6444527,0.71,0,0
2012,MYS,4,6,283214000000,29068189,3.04,5.999999988,0
2012,MNG,5.5,9,9471480158,2824698,3.91,0,0
2012,PHL,5,8,231334000000,97212639,3.5,449.0000113,1
2012,THA,4,6,368884000000,67835969,0.58,409.4999992,1
2012,TLS,5,8,989200214.8,1133002,3.77,0,0
2012,VNM,2.5,-4,129629000000,89801926,1.03,44.99999999,0
2012,AFG,2,-6,17954877146,31161378,11.52,333.0000057,1
2012,ARM,4.5,7,10393595650,2884239,17.3,2.000000016,0
2012,AZE,2,-2,53224258122,9295784,5.19,0,1
2012,BGD,2.5,-3,130735000000,151005733,4.06,272,0
2012,BTN,3.5,5,1757118757,701582,2.05,0,0
2012,GEO,7,10,13987019318,3728874,19.65,1.999999998,0
2012,IND,3.5,4,1859660000000,1265780243,5.66,334.1529185,1
2012,KAZ,3.5,5,166635000000,16792090,5.29,5.278781064,0
2012,KGZ,7,10,5075444934,5607200,8.43,12.00000012,0
2012,MDV,5,8,2880634127,397231,7.57,0,0
2012,MMR,4,5,58387839939,51413703,0.79,39.99999992,1
2012,NPL,4.5,-1,17284821172,26989160,2.36,83.00000005,0
2012,PAK,2.5,2,188419000000,187280125,1.7,670.9999999,1
2012,LKA,3.5,-5,67116705113,20425000,3.88,53.00000008,0
2012,TJK,2.5,-6,6514177283,7874838,9.5,2,0
2012,TKM,1,-8,28778101991,5267906,4,0.765209551,0
2012,UZB,3.5,-4,54024853523,29774500,4.9,3,0
2012,IRN,6,7,462488000000,75539881,12.63,323.9417544,0
2012,IRQ,4.5,5,169731000000,31890012,7.97,5.000000018,1
2012,JOR,6,10,28553725368,8089963,12.2,0,0
2012,LBN,4,5,39762501340,5537620,6.4,0,0
2012,OMN,4.5,7,63710994231,3498031,3.52,0,0
2012,SYR,5,7,66808366776,20438861,8.61,0,1
2012,PSE,1.5,-4,11257897418,3979998,19.2,0,0
2012,YEM,2.5,-6,27622540064,24473176,13.24,0,0
2012,COK,3,-4,75028081292,10525691,4.38,0,0
2012,FJI,5,9,3270985530,865065,4.42,2,0
2012,KIR,7,10,166086149.7,106359,12.57,0,0
2012,MHL,7,10,155765775.7,56712,11.85,0,0
2012,NRU,7,9,58266537.48,10136,9.43,0,0
2012,NIU,6.5,10,11431334447,397231,18.95,4.914822261,0
2012,PLW,6.5,7,201688796.2,17635,9.5,0,0
2012,PNG,2.5,-4,15079613764,7631003,2.63,65,0
2012,WSM,6,7,662591405.6,189089,8.75,11.99999994,0
2012,SLB,3,5,925277260.3,556066,0.96,0,0
2012,TKL,4,0,166494000000,46053331,3.87,4.000000008,0
2012,TON,6,9,395077523.4,102736,2.11,0,0
2012,TUV,7,8,32902944.45,10744,8.91,0,0
2012,VUT,6,7,698746320.3,249505,1.85,0,0
2012,WLF,5,8,11431334447,1250400,18.51,7.000000009,0
